sl_nr;messstelle_id;messstelle_sl_nr;datum_pn;stoff_nr;probengut;messergebnis_c;messergebnis_hinweis;bestimmungsgrenze;masseinheit;trennverfahren;verfahren;vor_ort
3396355;094160090;24635;1965-05-15;1331;Grundwasser;160,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363752;094160090;24635;1965-05-15;1244;Grundwasser;9,99997;                                                  ;;mg/l;Gesamtgehalt;; 
3396018;094160090;24635;1967-07-15;1245;Grundwasser;2,48475;                                                  ;;mg/l;Gesamtgehalt;; 
3396381;094160090;24635;1967-07-15;1331;Grundwasser;190,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363778;094160090;24635;1967-07-15;1244;Grundwasser;10,99999;                                                  ;;mg/l;Gesamtgehalt;; 
3396043;094160090;24635;1969-08-15;1245;Grundwasser;2,71063;                                                  ;;mg/l;Gesamtgehalt;; 
3396406;094160090;24635;1969-08-15;1331;Grundwasser;152,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363803;094160090;24635;1969-08-15;1244;Grundwasser;11,99996;                                                  ;;mg/l;Gesamtgehalt;; 
923513;010203310;262;1965-06-30;1121;Grundwasser;14,60000;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
923514;010203310;262;1965-06-30;1112;Grundwasser;220,00000;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
923515;010203310;262;1965-06-30;1182;Grundwasser;1,32000;                                                  ;;mg/l;Gesamtgehalt;AAS NACH AUFSCHLUß MIT HNO3/H2O2; 
923634;010203310;262;1965-06-30;1331;Grundwasser;231,00000;                                                  ;;mg/l;Nach Laborjournal;DEV D1-4; 
923635;010203310;262;1965-06-30;1313;Grundwasser;117,00000;                                                  ;;mg/l;Nach Laborjournal;DEV D5-1 6.LIEFERUNG 1971; 
923636;010203310;262;1965-06-30;1245;Grundwasser;0,22588;                                                  ;;mg/l;Gesamtgehalt;; 
923637;010203310;262;1965-06-30;1247;Grundwasser;0,00304;                                                  ;;mg/l;Gesamtgehalt;; 
923638;010203310;262;1965-06-30;1224;Grundwasser;537,00000;                                                  ;;mg/l;Gesamtgehalt;; 
923639;010203310;262;1965-06-30;1281;Grundwasser;0,70000;                                                  ;;mg/l;Gesamtgehalt;DEV G2-1; 
12238755;010203310;262;1965-06-30;1244;Grundwasser;0,99997;                                                  ;;mg/l;Gesamtgehalt;; 
12515932;010203310;262;1965-06-30;1246;Grundwasser;0,00999;                                                  ;;mg/l;Gesamtgehalt;; 
255216;091133701;24168;1965-10-11;1182;Grundwasser;4,90000;                                                  ;;mg/l;Gesamtgehalt;DEV(7) E1/1; 
255217;091133701;24168;1965-10-11;1122;Grundwasser;116,50000;                                                  ;;mg/l;Nach Laborjournal;; 
6713893;091130906;24132;1968-06-19;1015;Grundwasser;28,00000;                                                  ;;°C;Nach Laborjournal;DIN 38404-C4 DEZEMBER 1976;ja
6713894;091130906;24132;1968-06-19;1061;Grundwasser;7,60000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984;ja
6713892;091130906;24132;1968-06-19;1011;Grundwasser;11,00000;                                                  ;;°C;Gesamtgehalt;DIN 38404-C4 DEZEMBER 1976;ja
6713899;091130906;24132;1968-06-19;1313;Grundwasser;19,00000;                                                  ;;mg/l;Gesamtgehalt;DEV D5-1 6.LIEFERUNG 1971; 
6713895;091130906;24132;1968-06-19;1182;Grundwasser;1,80000;                                                  ;;mg/l;Gesamtgehalt;DEV(7) E1/1; 
6713897;091130906;24132;1968-06-19;1249;Grundwasser;1,00775;                                                  ;;mg/l;Gesamtgehalt;DEV E5/1; 
6713898;091130906;24132;1968-06-19;1261;Grundwasser;0,12000;                                                  ;;mg/l;Gesamtgehalt;; 
6713896;091130906;24132;1968-06-19;1224;Grundwasser;420,00000;                                                  ;;mg/l;Nach Laborjournal;; 
3395991;094160090;24635;1965-04-15;1245;Grundwasser;2,25886;                                                  ;;mg/l;Gesamtgehalt;; 
12828145;091130906;24132;1968-06-19;1248;Grundwasser;1,29798;                                                  ;;mg/l;Gesamtgehalt;DEV E5/1; 
255218;091133701;24168;1965-10-11;1121;Grundwasser;19,40000;                                                  ;;mg/l;Gesamtgehalt;DEV(7) E4/2; 
3396354;094160090;24635;1965-04-15;1331;Grundwasser;162,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363751;094160090;24635;1965-04-15;1244;Grundwasser;9,99997;                                                  ;;mg/l;Gesamtgehalt;; 
3396029;094160090;24635;1968-06-15;1245;Grundwasser;2,93652;                                                  ;;mg/l;Gesamtgehalt;; 
255211;091133701;24168;1965-10-11;1061;Grundwasser;6,70000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984;ja
255212;091133701;24168;1965-10-11;1331;Grundwasser;130,00000;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D1-1 DEZEMBER 1985; 
255213;091133701;24168;1965-10-11;1245;Grundwasser;0,19200;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
255214;091133701;24168;1965-10-11;1313;Grundwasser;60,00000;                                                  ;;mg/l;Gesamtgehalt;DEV D5-1 6.LIEFERUNG 1971; 
255215;091133701;24168;1965-10-11;1171;Grundwasser;0,10000;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E2 MAI 1983; 
12382032;091133701;24168;1965-10-11;1244;Grundwasser;0,84998;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
12984108;091130906;24132;1968-06-19;1262;Grundwasser;0,36924;                                                  ;;mg/l;Gesamtgehalt;; 
3396046;094160090;24635;1969-11-15;1245;Grundwasser;2,48475;                                                  ;;mg/l;Gesamtgehalt;; 
3396409;094160090;24635;1969-11-15;1331;Grundwasser;138,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363806;094160090;24635;1969-11-15;1244;Grundwasser;10,99999;                                                  ;;mg/l;Gesamtgehalt;; 
3396392;094160090;24635;1968-06-15;1331;Grundwasser;163,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363789;094160090;24635;1968-06-15;1244;Grundwasser;12,99997;                                                  ;;mg/l;Gesamtgehalt;; 
3396047;094160090;24635;1969-12-15;1245;Grundwasser;2,71063;                                                  ;;mg/l;Gesamtgehalt;; 
6713907;091122302;24121;1969-07-23;1249;Grundwasser;0,09302;                                                  ;;mg/l;Gesamtgehalt;DEV E5/1; 
6713903;091122302;24121;1969-07-23;1171;Grundwasser;0,03000;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E2 MAI 1983; 
6713909;091122302;24121;1969-07-23;1331;Grundwasser;43,00000;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D1-1 DEZEMBER 1985; 
6713911;091122302;24121;1969-07-23;1459;Grundwasser;350,00000;                                                  ;;mg/l;Nach Laborjournal;; 
6713906;091122302;24121;1969-07-23;1245;Grundwasser;0,81319;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
6713900;091122302;24121;1969-07-23;1011;Grundwasser;10,00000;                                                  ;;°C;Gesamtgehalt;DIN 38404-C4 DEZEMBER 1976;ja
6713904;091122302;24121;1969-07-23;1182;Grundwasser;0,33000;                                                  ;;mg/l;Gesamtgehalt;DEV(7) E1/1; 
6713902;091122302;24121;1969-07-23;1061;Grundwasser;7,43000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984;ja
6713913;091122302;24121;1969-07-23;1482;Grundwasser;22,50000;                                                  ;;mmol/l;Nach Laborjournal;; 
6713912;091122302;24121;1969-07-23;1484;Grundwasser;19,00000;                                                  ;;mmol/l;Nach Laborjournal;; 
6713905;091122302;24121;1969-07-23;1224;Grundwasser;414,00000;                                                  ;;mg/l;Nach Laborjournal;; 
6713901;091122302;24121;1969-07-23;1015;Grundwasser;28,00000;                                                  ;;°C;Nach Laborjournal;DIN 38404-C4 DEZEMBER 1976;ja
6713908;091122302;24121;1969-07-23;1313;Grundwasser;60,00000;                                                  ;;mg/l;Gesamtgehalt;DEV D5-1 6.LIEFERUNG 1971; 
6713910;091122302;24121;1969-07-23;1422;Grundwasser;541,00000;                                                  ;;mg/l;Nach Laborjournal;; 
12312198;091122302;24121;1969-07-23;1244;Grundwasser;3,59999;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
12828146;091122302;24121;1969-07-23;1248;Grundwasser;0,11981;                                                  ;;mg/l;Gesamtgehalt;DEV E5/1; 
9761830;021172705;3534;1968-06-11;1029;Grundwasser;33,00000;                                                  ;;FNU;Gesamtgehalt;; 
9761831;021172705;3534;1968-06-11;1061;Grundwasser;7,30000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984;ja
9761828;021172705;3534;1968-06-11;1015;Grundwasser;18,00000;                                                  ;;°C;Gesamtgehalt;; 
9761836;021172705;3534;1968-06-11;1249;Grundwasser;0,31008;                                                  ;;mg/l;Gesamtgehalt;DEV E5/1; 
9761837;021172705;3534;1968-06-11;1182;Grundwasser;2,70000;                                                  ;;mg/l;Gesamtgehalt;DEV(7) E1/1; 
9761842;021172705;3534;1968-06-11;1269;Grundwasser;0,08000;                                                  ;;mg/l;Gesamtgehalt;; 
9761832;021172705;3534;1968-06-11;1531;Grundwasser;33,00000;                                                  ;;mg/l;Nach Laborjournal;; 
3396410;094160090;24635;1969-12-15;1331;Grundwasser;151,00000;                                                  ;;mg/l;Gesamtgehalt;; 
9761829;021172705;3534;1968-06-11;1011;Grundwasser;11,00000;                                                  ;;°C;Gesamtgehalt;DIN 38404-C4 DEZEMBER 1976;ja
9761833;021172705;3534;1968-06-11;1331;Grundwasser;44,00000;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D1-1 DEZEMBER 1985; 
9761835;021172705;3534;1968-06-11;1245;Grundwasser;0,09035;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
9761841;021172705;3534;1968-06-11;1224;Grundwasser;274,50000;                                                  ;;mg/l;Nach Laborjournal;; 
9761834;021172705;3534;1968-06-11;1313;Grundwasser;77,00000;                                                  ;;mg/l;Gesamtgehalt;DEV D5-1 6.LIEFERUNG 1971; 
12363807;094160090;24635;1969-12-15;1244;Grundwasser;11,99996;                                                  ;;mg/l;Gesamtgehalt;; 
3396034;094160090;24635;1968-11-15;1245;Grundwasser;2,71063;                                                  ;;mg/l;Gesamtgehalt;; 
3396397;094160090;24635;1968-11-15;1331;Grundwasser;139,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363794;094160090;24635;1968-11-15;1244;Grundwasser;11,99996;                                                  ;;mg/l;Gesamtgehalt;; 
3396015;094160090;24635;1967-04-15;1245;Grundwasser;2,48475;                                                  ;;mg/l;Gesamtgehalt;; 
3396378;094160090;24635;1967-04-15;1331;Grundwasser;170,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363775;094160090;24635;1967-04-15;1244;Grundwasser;10,99999;                                                  ;;mg/l;Gesamtgehalt;; 
3396022;094160090;24635;1967-11-15;1245;Grundwasser;2,48475;                                                  ;;mg/l;Gesamtgehalt;; 
3396385;094160090;24635;1967-11-15;1331;Grundwasser;164,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363782;094160090;24635;1967-11-15;1244;Grundwasser;10,99999;                                                  ;;mg/l;Gesamtgehalt;; 
3395981;094160090;24635;1964-06-15;1245;Grundwasser;2,25886;                                                  ;;mg/l;Gesamtgehalt;; 
12410015;021172705;3534;1968-06-11;1244;Grundwasser;0,39998;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
3396344;094160090;24635;1964-06-15;1331;Grundwasser;146,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363741;094160090;24635;1964-06-15;1244;Grundwasser;9,99997;                                                  ;;mg/l;Gesamtgehalt;; 
3396035;094160090;24635;1968-12-15;1245;Grundwasser;2,48475;                                                  ;;mg/l;Gesamtgehalt;; 
3396398;094160090;24635;1968-12-15;1331;Grundwasser;150,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363795;094160090;24635;1968-12-15;1244;Grundwasser;10,99999;                                                  ;;mg/l;Gesamtgehalt;; 
2981508;010410119;48505;1941-02-24;1111;Grundwasser;2,67100;                                                  ;;mg/l;Gesamtgehalt;; 
12922184;021172705;3534;1968-06-11;1248;Grundwasser;0,39938;                                                  ;;mg/l;Gesamtgehalt;DEV E5/1; 
9761838;021172705;3534;1968-06-11;1482;Grundwasser;3,48213;                                                  ;;mmol/l;Gesamtgehalt;; 
6749999;091131406;24139;1968-06-19;1061;Grundwasser;7,40000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984;ja
6750003;091131406;24139;1968-06-19;1249;Grundwasser;0,85271;                                                  ;;mg/l;Gesamtgehalt;DEV E5/1; 
6750006;091131406;24139;1968-06-19;1484;Grundwasser;13,70000;                                                  ;;mmol/l;Nach Laborjournal;; 
6750002;091131406;24139;1968-06-19;1313;Grundwasser;40,00000;                                                  ;;mg/l;Gesamtgehalt;DEV D5-1 6.LIEFERUNG 1971; 
6750001;091131406;24139;1968-06-19;1331;Grundwasser;26,00000;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D1-1 DEZEMBER 1985; 
6749997;091131406;24139;1968-06-19;1011;Grundwasser;11,00000;                                                  ;;°C;Gesamtgehalt;DIN 38404-C4 DEZEMBER 1976;ja
6749998;091131406;24139;1968-06-19;1015;Grundwasser;20,00000;                                                  ;;°C;Nach Laborjournal;DIN 38404-C4 DEZEMBER 1976;ja
6750008;091131406;24139;1968-06-19;1261;Grundwasser;0,05000;                                                  ;;mg/l;Gesamtgehalt;; 
6750000;091131406;24139;1968-06-19;1531;Grundwasser;6,00000;                                                  ;;mg/l;Nach Laborjournal;; 
6750004;091131406;24139;1968-06-19;1182;Grundwasser;2,40000;                                                  ;;mg/l;Gesamtgehalt;DEV(7) E1/1; 
6750005;091131406;24139;1968-06-19;1482;Grundwasser;18,90000;                                                  ;;mmol/l;Gesamtgehalt;DIN 38409-H6 JANUAR 86; 
6750007;091131406;24139;1968-06-19;1224;Grundwasser;298,90000;                                                  ;;mg/l;Nach Laborjournal;; 
12829240;091131406;24139;1968-06-19;1248;Grundwasser;1,09829;                                                  ;;mg/l;Gesamtgehalt;DEV E5/1; 
12984323;091131406;24139;1968-06-19;1262;Grundwasser;0,15385;                                                  ;;mg/l;Gesamtgehalt;; 
3396012;094160090;24635;1967-01-15;1245;Grundwasser;1,35531;                                                  ;;mg/l;Gesamtgehalt;; 
3396375;094160090;24635;1967-01-15;1331;Grundwasser;156,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363772;094160090;24635;1967-01-15;1244;Grundwasser;5,99996;                                                  ;;mg/l;Gesamtgehalt;; 
3396039;094160090;24635;1969-04-15;1245;Grundwasser;2,71063;                                                  ;;mg/l;Gesamtgehalt;; 
3396402;094160090;24635;1969-04-15;1331;Grundwasser;160,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363799;094160090;24635;1969-04-15;1244;Grundwasser;11,99996;                                                  ;;mg/l;Gesamtgehalt;; 
9761726;021172407;3531;1968-06-12;1531;Grundwasser;6,00000;                                                  ;;mg/l;Nach Laborjournal;; 
9761723;021172407;3531;1968-06-12;1011;Grundwasser;10,00000;                                                  ;;°C;Gesamtgehalt;DIN 38404-C4 DEZEMBER 1976;ja
9761724;021172407;3531;1968-06-12;1029;Grundwasser;50,00000;                                                  ;;FNU;Gesamtgehalt;; 
9761728;021172407;3531;1968-06-12;1313;Grundwasser;29,00000;                                                  ;;mg/l;Gesamtgehalt;DEV D5-1 6.LIEFERUNG 1971; 
9761722;021172407;3531;1968-06-12;1015;Grundwasser;17,00000;                                                  ;;°C;Gesamtgehalt;; 
9761735;021172407;3531;1968-06-12;1224;Grundwasser;152,50000;                                                  ;;mg/l;Nach Laborjournal;; 
9761731;021172407;3531;1968-06-12;1182;Grundwasser;0,40000;                                                  ;;mg/l;Gesamtgehalt;DEV(7) E1/1; 
9761725;021172407;3531;1968-06-12;1061;Grundwasser;7,50000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984;ja
9761729;021172407;3531;1968-06-12;1245;Grundwasser;8,13192;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
9761730;021172407;3531;1968-06-12;1249;Grundwasser;1,16279;                                                  ;;mg/l;Gesamtgehalt;DEV E5/1; 
9761727;021172407;3531;1968-06-12;1331;Grundwasser;31,00000;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D1-1 DEZEMBER 1985; 
9761736;021172407;3531;1968-06-12;1269;Grundwasser;0,05000;                                                  ;;mg/l;Gesamtgehalt;; 
12410013;021172407;3531;1968-06-12;1244;Grundwasser;36,00001;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
12922183;021172407;3531;1968-06-12;1248;Grundwasser;1,49767;                                                  ;;mg/l;Gesamtgehalt;DEV E5/1; 
9761732;021172407;3531;1968-06-12;1482;Grundwasser;2,30357;                                                  ;;mmol/l;Gesamtgehalt;; 
3396005;094160090;24635;1966-06-15;1245;Grundwasser;2,48475;                                                  ;;mg/l;Gesamtgehalt;; 
3396368;094160090;24635;1966-06-15;1331;Grundwasser;166,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363765;094160090;24635;1966-06-15;1244;Grundwasser;10,99999;                                                  ;;mg/l;Gesamtgehalt;; 
2981498;010410119;48505;1941-02-24;1331;Grundwasser;1.534,00000;                                                  ;;mg/l;Nach Laborjournal;DEV D1-4; 
3395983;094160090;24635;1964-08-15;1245;Grundwasser;2,25886;                                                  ;;mg/l;Gesamtgehalt;; 
3396346;094160090;24635;1964-08-15;1331;Grundwasser;151,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363743;094160090;24635;1964-08-15;1244;Grundwasser;9,99997;                                                  ;;mg/l;Gesamtgehalt;; 
3395994;094160090;24635;1965-07-15;1245;Grundwasser;2,03297;                                                  ;;mg/l;Gesamtgehalt;; 
3396357;094160090;24635;1965-07-15;1331;Grundwasser;165,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363754;094160090;24635;1965-07-15;1244;Grundwasser;8,99996;                                                  ;;mg/l;Gesamtgehalt;; 
3395989;094160090;24635;1965-02-15;1245;Grundwasser;2,25886;                                                  ;;mg/l;Gesamtgehalt;; 
3396352;094160090;24635;1965-02-15;1331;Grundwasser;143,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363749;094160090;24635;1965-02-15;1244;Grundwasser;9,99997;                                                  ;;mg/l;Gesamtgehalt;; 
3396036;094160090;24635;1969-01-15;1245;Grundwasser;2,71063;                                                  ;;mg/l;Gesamtgehalt;; 
3396399;094160090;24635;1969-01-15;1331;Grundwasser;155,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363796;094160090;24635;1969-01-15;1244;Grundwasser;11,99996;                                                  ;;mg/l;Gesamtgehalt;; 
3396011;094160090;24635;1966-12-15;1245;Grundwasser;2,03297;                                                  ;;mg/l;Gesamtgehalt;; 
3396374;094160090;24635;1966-12-15;1331;Grundwasser;167,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363771;094160090;24635;1966-12-15;1244;Grundwasser;8,99996;                                                  ;;mg/l;Gesamtgehalt;; 
3396006;094160090;24635;1966-07-15;1245;Grundwasser;2,71063;                                                  ;;mg/l;Gesamtgehalt;; 
3396369;094160090;24635;1966-07-15;1331;Grundwasser;165,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363766;094160090;24635;1966-07-15;1244;Grundwasser;11,99996;                                                  ;;mg/l;Gesamtgehalt;; 
2981499;010410119;48505;1941-02-24;1313;Grundwasser;258,70000;                                                  ;;mg/l;Nach Laborjournal;DEV D5-1 6.LIEFERUNG 1971; 
2981500;010410119;48505;1941-02-24;1112;Grundwasser;1.319,00000;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
2981501;010410119;48505;1941-02-24;1113;Grundwasser;75,49000;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
2981502;010410119;48505;1941-02-24;1121;Grundwasser;8,66200;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
2981503;010410119;48505;1941-02-24;1122;Grundwasser;61,40000;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
2981504;010410119;48505;1941-02-24;1182;Grundwasser;0,01000;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
2981505;010410119;48505;1941-02-24;1171;Grundwasser;0,03600;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
2981506;010410119;48505;1941-02-24;1321;Grundwasser;2,68200;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D4-1 JULI 1985; 
2981507;010410119;48505;1941-02-24;1249;Grundwasser;2,52015;                                                  ;;mg/l;Gesamtgehalt;; 
2981509;010410119;48505;1941-02-24;1123;Grundwasser;2,20300;                                                  ;;mg/l;Gesamtgehalt;; 
2981510;010410119;48505;1941-02-24;1324;Grundwasser;1,78000;                                                  ;;mg/l;Gesamtgehalt;; 
2981511;010410119;48505;1941-02-24;1327;Grundwasser;0,10800;                                                  ;;mg/l;Gesamtgehalt;; 
12858752;010410119;48505;1941-02-24;1248;Grundwasser;3,24595;                                                  ;;mg/l;Gesamtgehalt;; 
3395985;094160090;24635;1964-10-15;1245;Grundwasser;2,03297;                                                  ;;mg/l;Gesamtgehalt;; 
5285911;279479610;42623;1969-11-11;1472;Grundwasser;5,60000;                                                  ;;mmol/l;Nach Laborjournal;; 
5285912;279479610;42623;1969-11-11;1011;Grundwasser;10,60000;                                                  ;;°C;Gesamtgehalt;DIN 38404-C4 DEZEMBER 1976;ja
5285913;279479610;42623;1969-11-11;1061;Grundwasser;7,00000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984;ja
5285914;279479610;42623;1969-11-11;1112;Grundwasser;14,00000;                                                  ;;mg/l;Gesamtgehalt;; 
5285915;279479610;42623;1969-11-11;1113;Grundwasser;1,00000;                                                  ;;mg/l;Gesamtgehalt;; 
5285916;279479610;42623;1969-11-11;1121;Grundwasser;32,00000;                                                  ;;mg/l;Gesamtgehalt;; 
5285917;279479610;42623;1969-11-11;1122;Grundwasser;172,00000;                                                  ;;mg/l;Gesamtgehalt;; 
5285918;279479610;42623;1969-11-11;1245;Grundwasser;11,29000;                                                  ;;mg/l;Gesamtgehalt;; 
5285919;279479610;42623;1969-11-11;1262;Grundwasser;0,45000;                                                  ;;mg/l;Gesamtgehalt;; 
5285920;279479610;42623;1969-11-11;1313;Grundwasser;131,00000;                                                  ;;mg/l;Gesamtgehalt;; 
5285921;279479610;42623;1969-11-11;1331;Grundwasser;76,00000;                                                  ;;mg/l;Gesamtgehalt;; 
5285922;279479610;42623;1969-11-11;1182;Grundwasser;0,07000;                                                  ;;mg/l;Nach Laborjournal;; 
5285923;279479610;42623;1969-11-11;1171;Grundwasser;0,06000;                                                  ;;mg/l;Nach Laborjournal;; 
12277410;279479610;42623;1969-11-11;1244;Grundwasser;49,98083;                                                  ;;mg/l;Gesamtgehalt;; 
3396348;094160090;24635;1964-10-15;1331;Grundwasser;148,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363745;094160090;24635;1964-10-15;1244;Grundwasser;8,99996;                                                  ;;mg/l;Gesamtgehalt;; 
3396032;094160090;24635;1968-09-15;1245;Grundwasser;2,93652;                                                  ;;mg/l;Gesamtgehalt;; 
13061686;279479610;42623;1969-11-11;1261;Grundwasser;1,38465;                                                  ;;mg/l;Gesamtgehalt;; 
3396395;094160090;24635;1968-09-15;1331;Grundwasser;161,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363792;094160090;24635;1968-09-15;1244;Grundwasser;12,99997;                                                  ;;mg/l;Gesamtgehalt;; 
3396027;094160090;24635;1968-04-15;1245;Grundwasser;2,71063;                                                  ;;mg/l;Gesamtgehalt;; 
